,Median gross rent,Median INC adjusted to year,Per capita income adjusted to year,Total,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or more"
"Rock Hill CDP, New York: Summary level: 160, state:36> place:63132",1750,106488,49863,535,5,0,0,18,8,10,17,14,5,29,56,72,88,104,60,49
"South Fallsburg CDP, New York: Summary level: 160, state:36> place:68968",720,24766,18461,807,83,147,89,92,24,91,35,89,2,30,0,59,19,5,6,36
"Champlain village, New York: Summary level: 160, state:36> place:13739",740,35833,21827,440,48,38,33,30,26,41,16,9,16,36,45,49,28,12,13,0
"Dannemora village, New York: Summary level: 160, state:36> place:19642",777,52955,4764,324,15,9,18,8,30,28,6,19,14,26,53,71,17,0,10,0
"Rushville village, New York: Summary level: 160, state:36> place:64199",540,43333,24114,268,11,23,11,22,13,11,34,11,23,24,19,29,24,5,3,5
"Newfane CDP, New York: Summary level: 160, state:36> place:50221",763,50000,26317,1526,58,92,91,160,0,134,93,58,77,160,147,178,70,166,19,23
"Olcott CDP, New York: Summary level: 160, state:36> place:54540",824,54306,27956,491,44,0,32,13,93,0,29,7,21,9,89,64,27,38,16,9
"Elmont CDP, New York: Summary level: 160, state:36> place:24273",1748,96943,32369,9804,205,271,192,172,241,333,215,457,152,577,794,1388,1442,1030,1180,1155
"Greenport West CDP, New York: Summary level: 160, state:36> place:30581",1087,67218,50658,1025,55,39,26,37,34,43,17,17,68,116,128,98,88,48,59,152
"Yorktown Heights CDP, New York: Summary level: 160, state:36> place:84088",1059,73654,67624,616,37,0,35,30,15,42,0,14,33,96,13,94,0,23,78,106
"Fort Montgomery CDP, New York: Summary level: 160, state:36> place:26902",1671,93750,43334,604,0,0,11,12,0,25,5,21,0,50,33,171,73,65,75,63
"Pine Bush CDP, New York: Summary level: 160, state:36> place:57980",893,44018,25955,657,120,97,18,19,34,0,8,49,0,22,60,130,24,37,39,0
"Walton Park CDP, New York: Summary level: 160, state:36> place:78063",-666666666,110167,36201,798,0,0,42,27,0,29,7,0,19,79,60,85,106,132,73,139
"Salisbury CDP, New York: Summary level: 160, state:36> place:64842",1351,118774,44577,3808,76,33,118,147,113,107,90,94,33,154,151,439,500,386,633,734
"South Farmingdale CDP, New York: Summary level: 160, state:36> place:69001",2282,119429,42970,4895,186,67,89,52,187,44,101,140,100,205,333,489,615,697,827,763
"Bridgeport CDP, New York: Summary level: 160, state:36> place:08147",315,57868,24176,603,17,77,57,16,10,0,40,0,43,56,89,54,116,22,0,6
"North Syracuse village, New York: Summary level: 160, state:36> place:53660",834,51402,29110,3065,172,180,264,117,126,210,198,175,49,338,339,425,201,142,60,69
"Arkport village, New York: Summary level: 160, state:36> place:02583",638,53472,27513,361,21,31,18,22,13,22,6,15,19,41,21,62,22,20,22,6
"Savona village, New York: Summary level: 160, state:36> place:65354",699,45000,20355,332,41,11,16,17,16,17,37,11,16,29,49,38,23,11,0,0
"South Hill CDP, New York: Summary level: 160, state:36> place:69199",1311,53839,15841,1161,18,47,135,18,105,26,59,122,17,54,92,249,71,31,13,104
"Hagaman village, New York: Summary level: 160, state:36> place:31291",973,58267,31024,655,33,22,26,27,22,31,21,26,33,117,86,65,64,19,51,12
"Morrisville village, New York: Summary level: 160, state:36> place:48593",809,53750,10343,262,23,5,9,10,8,9,6,3,39,44,37,33,28,0,8,0
"Andover village, New York: Summary level: 160, state:36> place:02143",649,51458,25659,367,18,15,25,18,31,7,47,12,7,48,51,52,23,3,7,3
"Norwich city, New York: Summary level: 160, state:36> place:53979",669,39032,25102,2990,247,377,271,188,161,133,161,58,162,249,222,311,180,92,141,37
"Lyons CDP, New York: Summary level: 160, state:36> place:43962",756,47063,23143,1457,127,98,95,54,71,53,144,70,48,199,177,176,90,35,20,0
"Gang Mills CDP, New York: Summary level: 160, state:36> place:28145",1126,93359,46200,1763,175,51,44,53,30,47,47,49,60,74,93,209,184,186,231,230
"Oakdale CDP, New York: Summary level: 160, state:36> place:54144",1491,95822,48543,2838,76,59,85,119,182,70,13,69,53,115,191,458,145,228,506,469
"Orient CDP, New York: Summary level: 160, state:36> place:55321",1721,70250,73859,361,20,9,3,0,15,12,12,9,17,57,48,48,19,19,11,62
"Quogue village, New York: Summary level: 160, state:36> place:60422",1630,80278,53312,336,0,33,9,14,14,22,9,12,3,24,26,30,13,26,16,85
"Ridge CDP, New York: Summary level: 160, state:36> place:61665",1389,67365,37300,5669,259,206,408,233,198,267,189,221,121,438,666,700,520,362,411,470
"Ronkonkoma CDP, New York: Summary level: 160, state:36> place:63473",1579,100757,37887,6059,192,194,116,174,220,122,87,188,70,381,416,838,1000,675,794,592
"Bedford CDP, New York: Summary level: 160, state:36> place:05309",-666666666,201821,90987,685,17,0,0,11,0,9,0,17,0,13,41,40,52,22,95,368
"Spencer village, New York: Summary level: 160, state:36> place:70167",722,51667,25733,334,18,28,18,17,13,21,21,17,8,27,52,37,24,12,21,0
"Catskill village, New York: Summary level: 160, state:36> place:13002",863,35351,21109,1406,121,155,174,74,56,115,69,38,56,125,155,153,49,14,12,40
"Greenville CDP (Greene County), New York: Summary level: 160, state:36> place:30609",-666666666,56250,32160,274,9,56,9,7,8,10,0,9,16,18,18,43,50,19,2,0
"Harrison village, New York: Summary level: 160, state:36> place:32402",2238,124000,66649,8228,226,149,186,150,162,169,191,136,148,243,622,875,873,528,1019,2551
"Jefferson Valley-Yorktown CDP, New York: Summary level: 160, state:36> place:38500",1702,125534,51915,5233,117,149,82,135,129,102,115,118,93,263,213,481,602,629,919,1086
"Lake Mohegan CDP, New York: Summary level: 160, state:36> place:40689",2116,122067,40320,1954,24,57,58,11,44,98,43,197,32,101,48,112,161,344,369,255
"Milton CDP (Ulster County), New York: Summary level: 160, state:36> place:47554",1556,84205,37263,536,33,7,26,0,31,0,36,7,18,5,50,124,89,52,21,37
"Greenwich village, New York: Summary level: 160, state:36> place:30675",861,65625,33399,753,29,18,41,43,44,24,25,28,35,50,84,101,80,71,48,32
"Holley village, New York: Summary level: 160, state:36> place:35155",640,46615,23252,793,48,75,37,44,49,47,37,44,31,82,131,84,51,25,8,0
"Bohemia CDP, New York: Summary level: 160, state:36> place:07157",1767,90908,41312,3383,100,111,61,32,88,210,44,208,95,206,302,329,374,407,423,393
"Medford CDP, New York: Summary level: 160, state:36> place:46404",1965,94485,36587,7956,513,114,133,289,313,148,180,286,149,307,661,1164,889,1023,1035,752
"Town Line CDP, New York: Summary level: 160, state:36> place:75121",-666666666,81367,32218,683,26,12,0,17,26,12,15,25,40,45,106,162,97,63,25,12
"Cornwall-on-Hudson village, New York: Summary level: 160, state:36> place:18333",1363,106087,41210,1014,13,15,12,12,36,38,17,37,32,64,87,123,160,134,113,121
"Woodbury village, New York: Summary level: 160, state:36> place:82750",1502,127742,43115,3267,40,22,74,74,25,61,36,115,66,92,192,281,497,531,574,587
"Sagaponack village, New York: Summary level: 160, state:36> place:64452",-666666666,197679,110496,107,0,4,0,0,0,0,0,4,8,6,6,2,16,5,9,47
"Westport CDP, New York: Summary level: 160, state:36> place:80764",784,54375,42646,213,10,3,4,20,29,5,7,11,4,48,19,6,27,4,0,16
"Ticonderoga CDP, New York: Summary level: 160, state:36> place:73880",712,49509,23917,1212,89,116,82,89,15,52,63,27,84,54,132,165,103,130,0,11
"Schenevus CDP, New York: Summary level: 160, state:36> place:65519",437,40800,21586,210,36,6,27,4,24,0,0,25,3,26,11,26,8,14,0,0
"Fillmore CDP, New York: Summary level: 160, state:36> place:25747",571,37134,22746,200,0,9,0,4,37,15,44,10,7,9,15,21,16,0,13,0
"South Blooming Grove village, New York: Summary level: 160, state:36> place:68610",1292,86830,38932,1123,68,21,27,32,50,28,7,33,21,41,127,184,118,174,88,104
"Andes CDP, New York: Summary level: 160, state:36> place:02121",1281,58594,35318,113,3,12,0,5,3,0,18,6,3,11,15,7,0,25,2,3
"Bloomville CDP, New York: Summary level: 160, state:36> place:07025",510,60833,29211,64,4,0,3,6,3,0,3,4,0,8,7,8,0,18,0,0
"Lido Beach CDP, New York: Summary level: 160, state:36> place:42279",3060,164063,89801,1203,25,20,0,51,0,0,19,24,35,60,110,108,36,52,179,484
"Matinecock village, New York: Summary level: 160, state:36> place:46107",1750,175662,112767,273,7,4,2,2,11,5,5,0,0,10,4,21,37,11,33,121
"Mill Neck village, New York: Summary level: 160, state:36> place:47405",2643,204083,110858,341,17,4,5,0,4,10,12,4,3,8,16,15,19,30,14,180
"Munsey Park village, New York: Summary level: 160, state:36> place:49231",1716,250001,107387,790,0,0,3,7,6,0,8,6,6,10,18,16,40,65,89,516
"North Merrick CDP, New York: Summary level: 160, state:36> place:53264",3059,129058,50877,3884,19,59,85,41,20,39,87,52,17,115,321,520,412,483,521,1093
"East Nassau village, New York: Summary level: 160, state:36> place:22557",807,81944,32586,216,2,8,4,6,10,3,2,9,21,8,24,36,34,11,34,4
"Menands village, New York: Summary level: 160, state:36> place:46536",1210,67877,39961,1659,101,65,0,70,121,82,64,93,49,121,164,286,149,98,78,118
"Ravena village, New York: Summary level: 160, state:36> place:60675",889,57565,27915,1363,94,58,51,79,146,17,51,132,10,100,154,194,175,58,16,28
"Hamburg village, New York: Summary level: 160, state:36> place:31643",822,78838,42061,4033,112,177,134,126,118,149,112,153,132,301,356,672,560,347,357,227
"Harris Hill CDP, New York: Summary level: 160, state:36> place:32391",1469,91118,45010,2268,68,38,40,124,64,84,14,38,0,149,250,365,394,235,213,192
"Lake Erie Beach CDP, New York: Summary level: 160, state:36> place:40486",847,58290,31700,1649,75,75,59,105,78,77,24,29,97,252,180,234,154,149,45,16
"Lancaster village, New York: Summary level: 160, state:36> place:41135",712,51545,31828,4600,178,100,301,229,232,328,291,373,192,391,389,541,482,307,203,63
"Cayuga Heights village, New York: Summary level: 160, state:36> place:13079",1204,106283,58039,1561,47,29,58,44,67,43,40,67,73,75,81,131,103,129,208,366
